pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
CH,2026-03-27,85.5,-1.01,5.43,"Sheehan, Emmet",467793,686218,double,hit_into_play,,,,,7,Carlos Santana doubles (1) on a line drive to right fielder Kyle Tucker. Pavin Smith to 3rd.,R,L,R,LAD,AZ,X,9.0,line_drive,3,2,2026,-1.17,0.06,-0.4933199841573932,1.947703811086278,,,656976.0,1,4,Top,221.21,110.94,,,,,3.6041196695853888,-124.54782752265672,-1.8965804860583175,-12.868729546321648,23.412634208161577,-31.385279285944545,3.108546588,1.568799213,247.0,99.2,15.0,86.3,1265,6.6,823971,669257,518692,690976,571970,605141,606192,681624,663656,53.91,0.711,0.701,1.25,1.0,1.0,1.0,4.0,30,9,Changeup,4,2,2,4,2,4,2,4,Infield shade,Standard,262,-0.093,0.726,68.7,8.6,0.922,-0.726,99.2,2,-2,0.719,0.281,26,40,27,40,2,1,,1.0,,1,3.03,1.17,-1.17,31.4,23.94669558229517,-17.378304397270764,28.80703569053672,40.56206535868641,42.45788915302016
FF,2026-03-27,91.2,-0.91,5.51,"Sheehan, Emmet",467793,686218,,foul,,,,,6,Foul,R,L,R,LAD,AZ,S,,,3,2,2026,-0.94,1.52,0.574729301940217,2.3283216679787255,,,656976.0,1,4,Top,,,,,,,5.794026397774399,-132.6696349223788,-5.228671904803101,-12.399872792813335,29.652996818359465,-13.326179220048385,3.108546588,1.568799213,86.0,94.7,80.0,91.7,2302,6.7,823971,669257,518692,690976,571970,605141,606192,681624,663656,53.79,,,,,,,,30,8,4-Seam Fastball,4,2,2,4,2,4,2,4,Infield shade,Standard,214,0.0,0.0,77.8,8.2,,0.0,94.7,2,-2,0.719,0.281,26,40,27,40,2,1,,1.0,,1,1.23,0.94,-0.94,35.9,19.272783220760843,-29.599792426008698,33.57630957968793,28.13380783018639,43.18942693397221
FF,2026-03-27,93.4,-0.96,5.42,"Sheehan, Emmet",467793,686218,,foul,,,,,12,Foul,R,L,R,LAD,AZ,S,,,3,2,2026,-0.88,1.6,0.2778943162603764,3.5313671395446216,,,656976.0,1,4,Top,,,,,,,5.155588712824511,-135.86752150218203,-2.5398016902893277,-12.003731514837227,31.319820510009325,-12.0041191715724,3.108546588,1.568799213,189.0,94.4,63.0,93.9,2373,6.7,823971,669257,518692,690976,571970,605141,606192,681624,663656,53.79,,,,,,,,30,7,4-Seam Fastball,4,2,2,4,2,4,2,4,Infield shade,Standard,211,0.0,0.0,69.3,7.4,,0.0,94.4,2,-2,0.719,0.281,26,40,27,40,2,1,,1.0,,1,1.02,0.88,-0.88,32.8,20.385883615554626,-10.776012703949092,23.99113755709657,31.770706962286415,36.508890749845726
FF,2026-03-27,92.8,-0.85,5.66,"Sheehan, Emmet",467793,686218,,ball,,,,,11,Ball,R,L,R,LAD,AZ,B,,,2,2,2026,-0.84,1.61,-0.9780790479705,4.229282186282717,,,656976.0,1,4,Top,,,,,,,1.5538037041380943,-135.2151656947517,-1.3229541839182672,-10.581722086871483,29.67707408581198,-12.40348538152805,3.108546588,1.568799213,,,,93.6,2358,6.7,823971,669257,518692,690976,571970,605141,606192,681624,663656,53.82,,,,,,,,30,6,4-Seam Fastball,4,2,2,4,2,4,2,4,Infield shade,Standard,206,-0.012,0.098,,,,-0.098,,2,-2,0.731,0.269,26,40,27,40,2,1,,1.0,,1,1.04,0.84,-0.84,37.9,,,,,
CH,2026-03-27,84.4,-0.97,5.49,"Sheehan, Emmet",467793,686218,,foul,,,,,8,Foul,R,L,R,LAD,AZ,S,,,2,2,2026,-0.83,0.0,0.081468572769406,1.805154923051839,,,656976.0,1,4,Top,,,,,,,4.133497681478988,-122.9542196011313,-2.088668869647446,-9.244054000315929,21.49225176547937,-31.953215376700147,3.108546588,1.568799213,184.0,66.7,49.0,85.4,1135,6.6,823971,669257,518692,690976,571970,605141,606192,681624,663656,53.89,,,,,,,,30,5,Changeup,4,2,2,4,2,4,2,4,Infield shade,Standard,266,0.0,0.0,72.4,8.3,,0.0,88.0,2,-2,0.731,0.269,26,40,27,40,2,1,,1.0,,1,3.16,0.83,-0.83,33.7,14.792642956281604,-10.3713909798126,33.80198313073188,32.657358754746156,35.230860455351426
FF,2026-03-27,92.6,-0.76,5.69,"Sheehan, Emmet",467793,686218,,ball,,,,,12,Ball,R,L,R,LAD,AZ,B,,,1,2,2026,-0.68,1.41,0.8244152099277973,3.807986098160593,,,656976.0,1,4,Top,,,,,,,5.527961797182467,-134.703680853143,-1.9519573835912032,-9.48637441827436,30.262845382018575,-14.852540404240887,3.108546588,1.568799213,,,,93.1,2284,6.7,823971,669257,518692,690976,571970,605141,606192,681624,663656,53.81,,,,,,,,30,4,4-Seam Fastball,4,2,2,4,2,4,2,4,Infield shade,Standard,205,-0.005,0.044,,,,-0.044,,2,-2,0.736,0.264,26,40,27,40,2,1,,1.0,,1,1.26,0.68,-0.68,39.0,,,,,
CH,2026-03-27,84.4,-1.06,5.45,"Sheehan, Emmet",467793,686218,,ball,,,,,13,Ball,R,L,R,LAD,AZ,B,,,0,2,2026,-1.05,-0.26,-1.4478349161767672,1.1855884409060145,,,656976.0,1,4,Top,,,,,,,1.2325909386080722,-122.98341177001129,-2.8337622941593623,-10.925419593160912,23.334990839219017,-34.507287603308214,3.108546588,1.568799213,,,,85.1,1124,6.5,823971,669257,518692,690976,571970,605141,606192,681624,663656,53.96,,,,,,,,30,3,Changeup,4,2,2,4,2,4,2,4,Infield shade,Standard,268,-0.004,0.01,,,,-0.01,,2,-2,0.74,0.26,26,40,27,40,2,1,,1.0,,1,3.44,1.05,-1.05,30.9,,,,,
CH,2026-03-27,84.9,-1.14,5.38,"Sheehan, Emmet",467793,686218,,foul,,,,,2,Foul,R,L,R,LAD,AZ,S,,,0,1,2026,-1.0,-0.14,-0.2335835430017422,3.0057783664252855,,,656976.0,1,4,Top,,,,,,,4.164355783226581,-123.67285468662443,1.2261218759966743,-11.08786903747172,24.426950479980636,-34.05871893358911,3.108546588,1.568799213,185.0,67.7,47.0,85.5,1155,6.6,823971,669257,518692,690976,571970,605141,606192,681624,663656,53.89,,,,,,,,30,2,Changeup,4,2,2,4,2,4,2,4,Infield shade,Standard,268,0.009,-0.047,66.4,7.7,,0.047,88.0,2,-2,0.731,0.269,26,40,27,40,2,1,,1.0,,1,3.29,1.0,-1.0,29.8,9.02794829252671,-0.1584947223329548,20.32063898814775,37.43678620704016,30.61477592234781
FF,2026-03-27,93.1,-0.9,5.53,"Sheehan, Emmet",467793,686218,,swinging_strike,,,,,4,Swinging Strike,R,L,R,LAD,AZ,S,,,0,0,2026,-0.73,1.5,-0.4208573557722032,2.5295363822510764,,,656976.0,1,4,Top,,,,,,,2.8686596761973915,-135.4698946301043,-5.102780361159051,-9.57403239119117,30.01735098887252,-12.76313588469976,3.108546588,1.568799213,,,,93.7,2313,6.7,823971,669257,518692,690976,571970,605141,606192,681624,663656,53.84,,,,,,,,30,1,4-Seam Fastball,4,2,2,4,2,4,2,4,Infield shade,Standard,208,0.005,-0.04,63.9,6.6,,0.04,,2,-2,0.726,0.274,26,40,27,40,2,1,,1.0,,1,1.13,0.73,-0.73,34.5,-9.525224225350936,33.38870584700317,27.33640581924116,41.135539527155494,8.6741788301339
SL,2026-03-27,86.3,-0.9,5.43,"Sheehan, Emmet",571448,686218,strikeout,swinging_strike,,,,,6,Nolan Arenado strikes out swinging.,R,R,R,LAD,AZ,S,2.0,,3,2,2026,0.18,0.42,0.8162519398653902,2.4701956566973613,,,656976.0,0,4,Top,,,,,,,3.688603726188557,-125.65816753676808,-1.5049542382240515,1.1738506441394485,25.21599897088566,-27.605989179352267,3.277050525,1.653838583,,,,86.9,2306,6.6,823971,669257,518692,690976,571970,605141,606192,681624,663656,53.87,,0.0,0.0,1.0,0.0,0.0,,29,6,Slider,4,2,2,4,2,4,2,4,Standard,Standard,187,0.052,-0.315,65.0,9.6,,0.315,,2,-2,0.674,0.3259999999999999,26,35,27,35,2,1,,1.0,,1,2.63,-0.18,-0.18,31.5,27.156440906183573,-40.69669552360068,28.453846560784022,48.32200898489907,54.46824040080028
