pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FF,2026-03-28,94.7,-1.6,5.04,"Woo, Bryan",681807,693433,strikeout,swinging_strike,,,,,12,David Fry strikes out swinging.,R,R,R,SEA,CLE,S,2.0,,1,2,2026,-0.85,1.34,0.3749032540725994,3.822218191262393,,,700932.0,2,6,Top,,,,,,,7.032212508623101,-137.6224462382317,-0.2855905228237437,-12.48670834774364,36.71451232200361,-15.529638462407036,3.242823163,1.636564961,,,,94.1,2241,6.5,823161,663728,647304,702284,680977,660844,668227,677594,645302,54.05,,0.0,0.0,1.0,0.0,0.0,,45,4,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard,225,0.025,-0.183,36.0,6.4,,0.183,,0,0,0.551,0.4489999999999999,26,30,26,31,3,2,,,,1,1.25,0.85,0.85,21.0,20.962216809503214,35.48773460916673,24.81053658031288,46.34504636227585,2.0882416135915367
SI,2026-03-28,94.9,-1.57,5.04,"Woo, Bryan",681807,693433,,foul,,,,,4,Foul,R,R,R,SEA,CLE,S,,,1,1,2026,-1.32,0.61,-0.6062341313367585,2.6727576662782315,,,700932.0,2,6,Top,,,,,,,5.481225029933983,-138.04775638914765,-1.6682995394898066,-18.086750421634942,34.100949029206106,-24.253385348713337,3.242823163,1.636564961,7.0,87.8,-21.0,94.4,2312,6.3,823161,663728,647304,702284,680977,660844,668227,677594,645302,54.25,,,,,,,,45,3,Sinker,2,2,2,2,2,2,2,2,Standard,Standard,227,0.009,-0.073,70.2,7.6,,0.073,88.0,0,0,0.542,0.4579999999999999,26,30,26,31,3,2,,,,1,1.95,1.32,1.32,24.0,23.363530617622505,-8.293135893761676,26.87109464548469,34.04572691819767,25.723779238979898
SI,2026-03-28,94.4,-1.41,5.0,"Woo, Bryan",681807,693433,,ball,,,,,14,Ball,R,R,R,SEA,CLE,B,,,0,1,2026,-1.77,0.24,1.5793320076646158,1.4775103687254854,,,700932.0,2,6,Top,,,,,,,11.677476868545869,-136.75301549514845,-3.644418062143932,-24.93791497956328,35.59527093954589,-28.465508218195737,3.242823163,1.636564961,,,,93.6,2328,6.5,823161,663728,647304,702284,680977,660844,668227,677594,645302,54.02,,,,,,,,45,2,Sinker,2,2,2,2,2,2,2,2,Standard,Standard,229,-0.003,0.027,,,,-0.027,,0,0,0.545,0.4549999999999999,26,30,26,31,3,2,,,,1,2.38,1.77,1.77,22.9,,,,,
ST,2026-03-28,80.9,-1.69,5.05,"Woo, Bryan",681807,693433,,called_strike,,,,,5,Called Strike,R,R,R,SEA,CLE,S,,,0,0,2026,1.32,0.26,0.1695713092474188,2.5572824978302533,,,700932.0,2,6,Top,,,,,,,1.5279583339744591,-117.695458327147,0.9138282816740072,11.6665818518817,27.78560052259769,-30.288117932132216,3.242823163,1.636564961,,,,79.7,2484,6.0,823161,663728,647304,702284,680977,660844,668227,677594,645302,54.5,,,,,,,,45,1,Sweeper,2,2,2,2,2,2,2,2,Standard,Standard,76,0.005,-0.042,,,,0.042,,0,0,0.54,0.4599999999999999,26,30,26,31,3,2,,,,1,3.3,-1.32,-1.32,25.2,,,,,
SI,2026-03-28,93.7,-1.64,5.1,"Woo, Bryan",700932,693433,single,hit_into_play,,,,,1,Kyle Manzardo singles on a line drive to right fielder Victor Robles. José Ramírez scores.,R,L,R,SEA,CLE,X,9.0,line_drive,0,0,2026,-1.42,0.61,-0.5373430218095352,2.9929686364912933,608070.0,,,2,6,Top,170.5,95.2,,,,,6.00928621816841,-136.17907903832625,-0.7934094011326038,-19.01753142130941,36.144286257332986,-24.717281595569183,3.187532808,1.608661417,211.0,97.9,15.0,92.7,2246,6.3,823161,663728,647304,702284,680977,660844,668227,677594,645302,54.24,0.774,0.758,0.9,1.0,1.0,0.0,4.0,44,1,Sinker,2,1,1,2,2,2,2,2,Standard,Standard,223,-0.139,0.729,69.5,7.3,0.987,-0.729,97.9,1,-1,0.679,0.3209999999999999,26,25,26,26,3,2,,1.0,,1,2.04,1.42,-1.42,20.4,19.96957495822109,-3.647638556031979,29.44460489244904,46.28606771381834,35.93411952835897
FF,2026-03-28,95.2,-1.65,4.94,"Woo, Bryan",608070,693433,double,hit_into_play,,,,,9,José Ramírez doubles (2) on a line drive to right fielder Victor Robles. Brayan Rocchio scores. José Ramírez to 3rd.,R,L,R,SEA,CLE,X,9.0,line_drive,3,1,2026,-1.04,1.29,0.6008273543173916,1.7627683562804792,,,677587.0,2,6,Top,212.63,117.0,,,,,8.225172593250045,-138.3631242281216,-5.4094730297009725,-15.255179532982485,32.06557810529584,-14.566862292787222,3.034826116,1.531594488,214.0,94.4,14.0,95.1,2234,6.4,823161,663728,647304,702284,680977,660844,668227,677594,645302,54.1,0.98,0.931,1.25,1.0,1.0,1.0,4.0,43,5,4-Seam Fastball,2,0,0,2,1,2,1,2,Standard,Standard,227,-0.124,0.799,67.3,6.9,1.153,-0.799,94.4,2,-2,0.803,0.1969999999999999,26,33,26,34,3,2,,1.0,,1,1.24,1.04,-1.04,20.1,6.1685195327433915,-9.663139644516928,37.010060745461075,23.96384805716926,34.85854782155562
FF,2026-03-28,96.7,-1.66,5.0,"Woo, Bryan",608070,693433,,ball,,,,,14,Ball,R,L,R,SEA,CLE,B,,,2,1,2026,-1.03,1.28,0.523612703189269,1.0693020198628207,,,677587.0,2,6,Top,,,,,,,8.125951783186695,-140.43518426228854,-7.6529278501694815,-15.395897981763412,31.1723187105263,-13.705179993690752,3.034826116,1.531594488,,,,96.8,2251,6.4,823161,663728,647304,702284,680977,660844,668227,677594,645302,54.08,,,,,,,,43,4,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard,219,-0.009,0.079,,,,-0.079,,2,-2,0.812,0.1879999999999999,26,33,26,34,3,2,,1.0,,1,1.17,1.03,-1.03,22.1,,,,,
SL,2026-03-28,85.8,-1.65,5.12,"Woo, Bryan",608070,693433,,called_strike,,,,,4,Called Strike,R,L,R,SEA,CLE,S,,,2,0,2026,0.33,0.28,-0.7735397544249694,2.4462432379648793,,,677587.0,2,6,Top,,,,,,,1.365112476801518,-125.0429574444306,-0.5074466851237627,3.2538083099478308,23.798126770099653,-29.279665546023896,3.034826116,1.531594488,,,,86.2,2084,6.3,823161,663728,647304,702284,680977,660844,668227,677594,645302,54.18,,,,,,,,43,3,Slider,2,0,0,2,0,2,0,2,Standard,Standard,148,0.006,-0.044,,,,0.044,,2,-2,0.806,0.1939999999999999,26,33,26,34,3,2,,1.0,,1,2.79,-0.33,0.33,26.2,,,,,
CH,2026-03-28,88.3,-1.58,4.96,"Woo, Bryan",608070,693433,,blocked_ball,,,,,14,Ball In Dirt,R,L,R,SEA,CLE,B,,,1,0,2026,-1.36,0.33,0.3048389239518831,0.44924721326809,,,677587.0,2,6,Top,,,,,,,7.439762763444715,-128.28892776216898,-5.336613855105189,-16.624901704172192,27.245835531958168,-27.604648344865904,3.034826116,1.531594488,,,,88.5,1855,6.6,823161,663728,647304,702284,680977,660844,668227,677594,645302,53.93,,,,,,,,43,2,Changeup,2,0,0,2,0,2,0,2,Standard,Standard,239,-0.006,0.048,,,,-0.048,,2,-2,0.812,0.1879999999999999,26,33,26,34,3,2,,1.0,,1,2.61,1.36,-1.36,24.0,,,,,
FF,2026-03-28,94.7,-1.46,5.07,"Woo, Bryan",608070,693433,,ball,,,,,11,Ball,R,L,R,SEA,CLE,B,,,0,0,2026,-0.77,1.07,-0.8594903303411923,2.5655979251505685,,,677587.0,2,6,Top,,,,,,,3.2995445500145153,-137.83424122561263,-3.111383308607429,-10.550757897729817,31.461376729970272,-18.003717435325342,3.034826116,1.531594488,,,,94.5,1892,6.2,823161,663728,647304,702284,680977,660844,668227,677594,645302,54.29,,,,,,,,43,1,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard,225,-0.003,0.035,,,,-0.035,,2,-2,0.815,0.185,26,33,26,34,3,2,,1.0,,1,1.47,0.77,-0.77,23.7,,,,,
