pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FF,2025-09-28,93.8,3.94,4.89,"Norby, Connor",681393,640455,walk,ball,,,,,12,Connor Norby walks.,R,R,L,MIA,NYM,B,,,3,2,2025,1.21,0.73,0.3717099709159139,3.6296031478516495,,,,1,2,Bot,,,,,,,-11.963109050208136,-136.01292271215416,0.9356912980106312,17.64357244849619,30.75126393241628,-23.583561778264805,3.20000131208342,1.44628125963723,,,,94.1,2068,6.7,776148,682626,624413,643446,677595,596019,607043,621438,665742,53.77,,0.691497,0.7,1.0,0.0,0.0,,12,7,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,118,0.022,0.339,,,,-0.339,,0,0,0.532,0.532,33,25,33,25,1,0,4.0,1.0,,,1.88,1.21,-1.21,11.2,,,,,
ST,2025-09-28,77.6,3.92,4.97,"Norby, Connor",681393,640455,,foul,,,,,11,Foul,R,R,L,MIA,NYM,S,,,3,2,2025,-1.43,0.49,-1.0598822611582646,2.556333170684443,,,,1,2,Bot,,,,,,,-8.06338933561046,-112.64634710480242,0.9723930699235246,-10.448810189730423,22.63014643967636,-28.485697029476956,3.2,1.49,36.0,69.5,0.0,77.5,2334,6.6,776148,682626,624413,643446,677595,596019,607043,621438,665742,53.91,,,,,,,,12,6,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,292,0.0,0.0,,,,0.0,88.0,0,0,0.532,0.532,33,25,33,25,1,0,4.0,1.0,,,3.35,-1.43,1.43,13.7,,,,,
ST,2025-09-28,77.3,3.84,4.93,"Norby, Connor",681393,640455,,ball,,,,,13,Ball,R,R,L,MIA,NYM,B,,,2,2,2025,-1.06,-0.12,-0.5877605849167022,0.7701144226214671,,,,1,2,Bot,,,,,,,-7.535680332445011,-112.28051740905124,-1.5643579926156077,-7.316543994169079,23.546740116735336,-33.1060672268294,3.19999854078905,1.42761814270204,,,,77.2,2366,6.7,776148,682626,624413,643446,677595,596019,607043,621438,665742,53.8,,,,,,,,12,5,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,287,0.007,0.104,,,,-0.104,,0,0,0.525,0.525,33,25,33,25,1,0,4.0,1.0,,,4.0,-1.06,1.06,13.9,,,,,
ST,2025-09-28,75.6,3.76,4.98,"Norby, Connor",681393,640455,,swinging_strike,,,,,13,Swinging Strike,R,R,L,MIA,NYM,S,,,2,1,2025,-1.09,0.26,-1.0667849633536697,2.195919610646887,,,,1,2,Bot,,,,,,,-8.124864226729944,-109.7368133021964,0.9836716329279414,-7.106015807369254,22.027478925776972,-30.57530792447449,3.2,1.49,,,,75.4,2343,6.6,776148,682626,624413,643446,677595,596019,607043,621438,665742,53.92,,,,,,,,12,4,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,290,-0.006,-0.07,65.7,8.4,,0.07,,0,0,0.531,0.531,33,25,33,25,1,0,4.0,1.0,,,3.8,-1.09,1.09,13.2,41.379301758692336,-62.36681768576354,48.4575853535654,25.524962363192508,67.43646292709707
ST,2025-09-28,79.3,3.98,4.97,"Norby, Connor",681393,640455,,ball,,,,,13,Ball,R,R,L,MIA,NYM,B,,,1,1,2025,-1.1,0.2,-0.917271884478316,1.6467231013426495,,,,1,2,Bot,,,,,,,-8.654737940827191,-115.07747306917352,-0.6944912070394816,-7.762732745158879,25.395905701158664,-30.485302944444303,3.19999968709224,1.56154825960378,,,,78.8,2385,6.5,776148,682626,624413,643446,677595,596019,607043,621438,665742,54.0,,,,,,,,12,3,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,287,0.004,0.055,,,,-0.055,,0,0,0.527,0.527,33,25,33,25,1,0,4.0,1.0,,,3.5,-1.1,1.1,12.1,,,,,
ST,2025-09-28,78.5,3.64,5.03,"Norby, Connor",681393,640455,,ball,,,,,13,Ball,R,R,L,MIA,NYM,B,,,0,1,2025,-1.25,0.06,-1.6831335734785684,2.211925080123782,,,,1,2,Bot,,,,,,,-9.19326238634797,-113.80606019398664,0.8436496967237048,-8.70346890798045,25.142499678063658,-32.16356075991984,3.30605384978485,1.56102107819395,,,,78.0,2357,6.6,776148,682626,624413,643446,677595,596019,607043,621438,665742,53.92,,,,,,,,12,2,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,287,0.002,0.029,,,,-0.029,,0,0,0.525,0.525,33,25,33,25,1,0,4.0,1.0,,,3.73,-1.25,1.25,14.2,,,,,
ST,2025-09-28,76.7,3.77,5.1,"Norby, Connor",681393,640455,,called_strike,,,,,3,Called Strike,R,R,L,MIA,NYM,S,,,0,0,2025,-1.23,0.29,0.5845288823588662,2.82327385128418,,,,1,2,Bot,,,,,,,-4.520116665468027,-111.55270313573912,1.7775924959383365,-9.253106370381351,22.86504452422896,-30.42150167561089,3.19999838125428,1.43297867346359,,,,76.4,2174,6.4,776148,682626,624413,643446,677595,596019,607043,621438,665742,54.07,,,,,,,,12,1,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,283,-0.003,-0.039,,,,0.039,,0,0,0.528,0.528,33,25,33,25,1,0,4.0,1.0,,,3.64,-1.23,1.23,13.8,,,,,
SL,2025-09-28,91.4,-1.73,4.93,"Norby, Connor",681393,621242,strikeout,swinging_strike,,,,,14,Connor Norby strikes out swinging.,R,R,R,MIA,NYM,S,2.0,,0,2,2025,0.08,0.48,0.9945660426315712,1.4782653978865794,,,,2,5,Bot,,,,,,,6.76501562260093,-133.03442572659475,-3.9108082009187783,-0.453034014396324,27.636526748134184,-25.86811662544249,3.2,1.49,,,,92.6,2430,6.9,776148,682626,624413,643446,677595,596019,607043,621438,665742,53.58,,0.0,0.0,1.0,0.0,0.0,,44,3,Slider,4,0,4,0,0,4,4,0,Standard,Standard,171,-0.002,-0.16,41.1,7.0,,0.16,,4,4,0.92,0.92,31,25,31,25,1,2,1.0,1.0,,,2.24,-0.08,-0.08,21.4,12.112123395601548,10.348293788059127,43.92748718949389,48.20252984026727,28.766159986163764
ST,2025-09-28,80.2,3.32,5.3,"Norby, Connor",681393,548384,single,hit_into_play,,,,,8,Connor Norby singles on a line drive to left fielder Brandon Nimmo.,R,R,L,MIA,NYM,X,7.0,line_drive,3,2,2025,-1.32,-0.13,0.2493015228252133,1.7328922356191323,,,,1,4,Bot,61.23,97.94,,,,,-4.238821511866427,-116.61060645663416,-0.796376139168453,-10.89157220299398,26.53196164546817,-33.458759502913324,3.2,1.49,164.0,98.1,11.0,78.7,2932,5.7,776148,682626,624413,643446,677595,596019,607043,621438,665742,54.77,0.884,0.841,0.9,1.0,1.0,0.0,4.0,29,7,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,279,0.026,0.336,71.8,7.3,1.03,-0.336,98.1,0,0,0.537,0.537,37,25,37,25,1,1,1.0,1.0,,,3.75,-1.32,1.32,24.5,25.773598101017097,17.365992466059343,45.41921538435085,38.47162697826495,36.87486995305666
FF,2025-09-28,99.0,-1.77,4.62,"Norby, Connor",681393,621242,,swinging_strike,,,,,11,Swinging Strike,R,R,R,MIA,NYM,S,,,0,1,2025,-1.15,1.23,-0.8819892258321078,2.963075634406264,,,,2,5,Bot,,,,,,,5.158120843958327,-144.01189585495356,-1.93704989009703,-17.13487815515533,36.618211123187635,-14.9739179609502,3.2,1.49,,,,99.8,2471,7.0,776148,682626,624413,643446,677595,596019,607043,621438,665742,53.53,,,,,,,,44,2,4-Seam Fastball,4,0,4,0,0,4,4,0,Standard,Standard,234,-0.001,-0.057,60.8,5.8,,0.057,,4,4,0.921,0.921,31,25,31,25,1,2,1.0,1.0,,,1.12,1.15,1.15,13.1,8.456201539316067,11.027490806995942,45.096565883925685,25.066056952978037,24.38209174828343
