pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FF,2026-04-01,93.5,2.06,5.84,"Seager, Corey",608369,669432,field_out,hit_into_play,,,,,6,Corey Seager pops out to catcher Samuel Basallo in foul territory.,R,L,L,BAL,TEX,X,2.0,popup,1,0,2026,0.67,1.32,0.3496962799334379,2.707180122368273,,,,2,5,Top,109.24,208.94,,,,,-5.891510966403435,-136.00070352937465,-5.115760944638427,9.581165222797582,29.5148514074324,-14.86416410344982,3.37183399,1.701673228,41.0,89.8,79.0,94.2,2416,6.7,824860,694212,624413,669236,691723,683002,687637,665750,681297,53.82,0.011,0.012,0.0,1.0,0.0,0.0,3.0,42,2,4-Seam Fastball,4,2,2,4,2,4,2,4,Infield shade,Standard,139,0.014,-0.297,74.4,6.7,0.017,0.297,89.8,2,-2,0.798,0.2019999999999999,28,32,29,32,3,2,6.0,1.0,,,1.29,0.67,0.67,22.4,19.259185172423088,-3.2081043550959554,35.74561242776051,31.781904149372515,36.1506440862384
ST,2026-04-01,75.6,2.13,5.87,"Seager, Corey",608369,669432,,ball,,,,,12,Ball,R,L,L,BAL,TEX,B,,,0,0,2026,-1.04,0.12,1.3645179654608786,2.6440551162774053,,,,2,5,Top,,,,,,,0.3264416708890285,-110.0953523529326,0.4045400516049939,-8.536778260149132,20.151303759830668,-31.477946911300396,3.37183399,1.701673228,,,,76.0,2013,6.6,824860,694212,624413,669236,691723,683002,687637,665750,681297,53.88,,,,,,,,42,1,Sweeper,4,2,2,4,2,4,2,4,Infield shade,Standard,269,-0.002,0.037,,,,-0.037,,2,-2,0.8,0.1999999999999999,28,32,29,32,3,2,6.0,1.0,,,3.87,-1.04,-1.04,25.2,,,,,
CH,2026-04-01,85.7,1.92,5.7,"Seager, Corey",608369,669432,field_out,hit_into_play,,,,,7,"Corey Seager grounds out, second baseman Jeremiah Jackson to first baseman Pete Alonso.",R,L,L,BAL,TEX,X,4.0,ground_ball,1,1,2026,0.79,-0.1,-0.4699195280544743,1.8368779825598844,,,,0,4,Top,154.49,132.46,,,,,-7.253758963088754,-124.62083749943908,-2.453710939687946,9.698333599557271,24.105643893970772,-32.95031104983924,3.37183399,1.701673228,124.0,87.3,10.0,86.5,1170,6.8,824860,694212,624413,669236,691723,683002,687637,665750,681297,53.74,0.52,0.488,0.0,1.0,0.0,0.0,4.0,30,3,Changeup,4,0,0,4,0,4,0,4,Infield shade,Standard,105,0.017,-0.251,74.5,7.2,0.576,0.251,88.0,4,-4,0.877,0.123,28,32,29,32,2,1,6.0,1.0,,,3.2,0.79,0.79,22.1,20.43896531652987,-4.510152362986975,35.35634980878853,41.26437093837809,41.37206278050641
FF,2026-04-01,93.2,1.98,5.93,"Seager, Corey",608369,669432,,swinging_strike,,,,,11,Swinging Strike,R,L,L,BAL,TEX,S,,,1,0,2026,0.77,1.25,-0.380577282172504,3.5544224247202645,,,,0,4,Top,,,,,,,-7.722812709651865,-135.5849185113219,-2.987418082253117,11.179375615088484,28.685089193122007,-16.23534833853251,3.37183399,1.701673228,,,,93.5,2328,6.4,824860,694212,624413,669236,691723,683002,687637,665750,681297,54.1,,,,,,,,30,2,4-Seam Fastball,4,0,0,4,0,4,0,4,Infield shade,Standard,131,0.004,-0.05,70.5,5.8,,0.05,,4,-4,0.873,0.127,28,32,29,32,2,1,6.0,1.0,,,1.37,0.77,0.77,22.3,9.506234340117754,16.206798612435286,27.96296788243241,39.9685664230933,22.949049176932384
FF,2026-04-01,92.7,2.01,5.86,"Seager, Corey",608369,669432,,ball,,,,,11,Ball,R,L,L,BAL,TEX,B,,,0,0,2026,0.7,1.17,-1.440638160371923,3.707503572786348,,,,0,4,Top,,,,,,,-10.264222647876348,-134.6015140664222,-2.128489598439774,10.735048424580146,28.476782602033072,-17.620235772068753,3.37183399,1.701673228,,,,92.9,2288,6.4,824860,694212,624413,669236,691723,683002,687637,665750,681297,54.06,,,,,,,,30,1,4-Seam Fastball,4,0,0,4,0,4,0,4,Infield shade,Standard,129,-0.003,0.041,,,,-0.041,,4,-4,0.876,0.124,28,32,29,32,2,1,6.0,1.0,,,1.49,0.7,0.7,23.8,,,,,
CH,2026-04-01,84.1,-1.73,6.11,"Seager, Corey",608369,544150,home_run,hit_into_play,,,,,4,Corey Seager homers (3) on a fly ball to right center field.,R,L,R,BAL,TEX,X,,fly_ball,2,0,2026,-1.24,1.13,-0.4173480393626299,2.7793030911423378,,,,0,8,Top,197.64,43.54,,,,,5.532295205491938,-122.32908579516618,-3.4215689070513076,-13.527358239085087,23.7331041049822,-20.317713731513052,3.37183399,1.701673228,422.0,101.8,29.0,84.7,2151,6.6,824860,694212,624413,669236,691723,683002,687637,665750,681297,53.86,0.663,1.265,2.0,1.0,0.0,3.0,6.0,69,3,Changeup,8,2,2,8,3,8,3,8,Infield shade,Standard,224,-0.008,0.996,75.2,6.8,2.439,-0.996,101.8,6,-6,0.99,0.01,36,32,37,32,1,3,,1.0,,,2.09,1.24,-1.24,40.2,17.08636520631831,-2.269475377404808,28.953097020311493,40.17690164048369,39.98782207007166
CH,2026-04-01,83.2,-1.7,6.17,"Seager, Corey",608369,544150,,ball,,,,,11,Ball,R,L,R,BAL,TEX,B,,,1,0,2026,-1.46,0.83,-1.14197930302461,3.5331115415077754,,,,0,8,Top,,,,,,,4.195983896826821,-121.16896499715752,-1.0454624008305344,-15.151392206962806,24.66399463161851,-24.04818666603172,3.37183399,1.701673228,,,,83.4,2077,6.5,824860,694212,624413,669236,691723,683002,687637,665750,681297,54.05,,,,,,,,69,2,Changeup,8,2,2,8,2,8,2,8,Infield shade,Standard,225,-0.001,0.077,,,,-0.077,,6,-6,0.991,0.009,36,32,37,32,1,3,,1.0,,,2.47,1.46,-1.46,38.2,,,,,
FF,2026-04-01,93.1,-1.36,6.58,"Seager, Corey",608369,544150,,ball,,,,,11,Ball,R,L,R,BAL,TEX,B,,,0,0,2026,-0.64,1.47,-0.8903038913013006,3.5664470149398704,,,,0,8,Top,,,,,,,2.614764866652425,-135.57496308074224,-5.091222660837569,-8.463835479290621,28.49025114148369,-13.104390065812506,3.37183399,1.701673228,,,,93.5,2276,6.4,824860,694212,624413,669236,691723,683002,687637,665750,681297,54.09,,,,,,,,69,1,4-Seam Fastball,8,2,2,8,2,8,2,8,Infield shade,Standard,208,-0.001,0.041,,,,-0.041,,6,-6,0.992,0.008,36,32,37,32,1,3,,1.0,,,1.15,0.64,-0.64,47.9,,,,,
ST,2026-04-01,79.3,1.97,5.78,"Seager, Corey",608369,669432,field_out,hit_into_play,,,,,13,"Corey Seager grounds out, second baseman Jeremiah Jackson to first baseman Pete Alonso.",R,L,L,BAL,TEX,X,4.0,ground_ball,1,2,2026,-0.94,0.41,-0.9382404796490764,2.2269387521066677,,,,2,1,Top,142.79,142.73,,,,,-4.509945788625663,-115.3861861421903,-1.523399179765586,-7.475114624814396,22.47417712784396,-28.45187368467069,3.37183399,1.701673228,6.0,83.4,-20.0,79.5,2135,6.6,824860,694212,624413,669236,691723,683002,687637,665750,681297,53.94,0.06,0.054,0.0,1.0,0.0,0.0,2.0,3,4,Sweeper,0,0,0,0,0,0,0,0,Infield shade,Standard,274,0.007,-0.182,64.9,6.7,0.071,0.182,88.0,0,0,0.541,0.4589999999999999,28,32,29,32,1,0,6.0,1.0,,,3.23,-0.94,-0.94,22.8,22.96485572250397,14.001768650951506,27.646800124469006,44.62555663048752,31.288177365036212
CH,2026-04-01,86.4,2.04,5.66,"Seager, Corey",608369,669432,,foul_tip,,,,,8,Foul Tip,R,L,L,BAL,TEX,S,,,1,1,2026,0.96,0.17,0.2130541248108296,1.752279036045464,,,,2,1,Top,,,,,,,-6.307138711145911,-125.59250427679352,-3.1639568340284976,11.466281912854816,26.789951909489258,-29.9536882006868,3.37183399,1.701673228,,,,86.4,1285,6.5,824860,694212,624413,669236,691723,683002,687637,665750,681297,54.03,,,,,,,,3,3,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,116,0.003,-0.062,76.3,7.3,,0.062,,0,0,0.538,0.4619999999999999,28,32,29,32,1,0,6.0,1.0,,,2.91,0.96,0.96,21.7,24.272499062828796,-14.300715983455042,36.513672465520784,32.26467861282694,43.7749812842123
