pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FF,2026-03-31,92.0,0.95,6.55,"Bart, Joey",663698,682227,field_out,hit_into_play,,,,,1,Joey Bart flies out to right fielder Noelvi Marte.,R,R,L,CIN,PIT,X,9.0,fly_ball,1,0,2026,0.87,1.23,-0.3690068748419584,2.8243936003772285,,,,2,3,Top,157.4,118.8,,,,,-5.1823194524936325,-133.8049079229824,-6.037257155035226,11.556160802075787,30.716633021112735,-16.22789632824385,3.299868766,1.665354331,217.0,90.1,58.0,91.3,2252,6.0,824537,624431,701398,680574,663647,682829,666181,670770,682622,54.46,0.009,0.008,0.0,1.0,0.0,0.0,3.0,22,2,4-Seam Fastball,0,5,5,0,5,0,5,0,Standard,Standard,145,0.004,-0.297,73.8,6.8,0.013,0.297,90.1,-5,5,0.106,0.894,28,29,28,30,2,1,,3.0,,,1.48,0.87,-0.87,43.1,6.306031451220956,-1.9089022966133105,39.0085405527512,31.77904838125545,35.47951477543133
FF,2026-03-31,92.0,1.15,6.59,"Bart, Joey",663698,682227,,ball,,,,,11,Ball,R,R,L,CIN,PIT,B,,,0,0,2026,0.63,1.28,-1.2402061869940575,2.54329432792172,,,,2,3,Top,,,,,,,-7.330347155572187,-133.66807206938782,-6.90548594171744,9.250646195903665,31.204124692900056,-15.477786597466642,3.299868766,1.665354331,,,,91.0,2260,6.0,824537,624431,701398,680574,663647,682829,666181,670770,682622,54.55,,,,,,,,22,1,4-Seam Fastball,0,5,5,0,5,0,5,0,Standard,Standard,152,0.0,0.037,,,,-0.037,,-5,5,0.106,0.894,28,29,28,30,2,1,,3.0,,,1.44,0.63,-0.63,42.4,,,,,
FF,2026-03-31,91.6,1.07,6.58,"Bart, Joey",663698,682227,walk,ball,,,,,11,Joey Bart walks. Nick Gonzales to 2nd.,R,R,L,CIN,PIT,B,,,3,0,2026,1.16,1.36,-0.3480316381853452,3.7243332583777353,,,693304.0,0,2,Top,,,,,,,-6.040555726822246,-133.10254990124375,-4.0192031849132785,15.146044488888258,32.461311202836974,-15.45718231663836,3.299868766,1.665354331,,,,90.5,2253,6.0,824537,624431,701398,680574,663647,682829,666181,670770,682622,54.5,,0.700091,0.7,1.0,0.0,0.0,,10,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,142,-0.023,0.17,,,,-0.17,,0,0,0.428,0.5720000000000001,28,29,28,30,1,0,,3.0,,,1.4,1.16,-1.16,41.6,,,,,
CH,2026-03-31,85.7,1.01,6.43,"Bart, Joey",663698,682227,,ball,,,,,13,Ball,R,R,L,CIN,PIT,B,,,2,0,2026,1.35,0.52,-0.5903149218152537,1.326966411624788,,,693304.0,0,2,Top,,,,,,,-6.496121455930847,-124.6402776676052,-6.623174073752416,15.409118017537349,23.430762381563007,-25.61330875000127,3.299868766,1.665354331,,,,85.7,1846,6.2,824537,624431,701398,680574,663647,682829,666181,670770,682622,54.33,,,,,,,,10,3,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,119,-0.017,0.14,,,,-0.14,,0,0,0.445,0.5549999999999999,28,29,28,30,1,0,,3.0,,,2.57,1.35,-1.35,43.5,,,,,
ST,2026-03-31,86.7,1.07,6.47,"Bart, Joey",663698,682227,,ball,,,,,13,Ball,R,R,L,CIN,PIT,B,,,1,0,2026,-0.33,0.73,-1.5753978001942004,1.8097418097392703,,,693304.0,0,2,Top,,,,,,,-5.530343567604517,-126.08752179994464,-6.217130653392414,-2.490058703993196,23.51344993364087,-23.33360321581137,3.299868766,1.665354331,,,,86.5,2550,6.0,824537,624431,701398,680574,663647,682829,666181,670770,682622,54.47,,,,,,,,10,2,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,192,-0.011,0.062,,,,-0.062,,0,0,0.456,0.544,28,29,28,30,1,0,,3.0,,,2.28,-0.33,0.33,38.5,,,,,
FC,2026-03-31,87.6,1.0,6.45,"Bart, Joey",663698,682227,,ball,,,,,11,Ball,R,R,L,CIN,PIT,B,,,0,0,2026,-0.23,0.58,-1.246334581838999,2.926753081714023,,,693304.0,0,2,Top,,,,,,,-4.851375746384112,-127.59846221895762,-3.4022281013634417,-1.5545884821624485,25.73952770770847,-25.341930410745636,3.299868766,1.665354331,,,,87.4,2524,6.0,824537,624431,701398,680574,663647,682829,666181,670770,682622,54.46,,,,,,,,10,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,180,-0.006,0.04,,,,-0.04,,0,0,0.462,0.538,28,29,28,30,1,0,,3.0,,,2.38,-0.23,0.23,39.5,,,,,
SL,2026-03-31,85.6,1.83,6.4,"Bart, Joey",663698,656271,strikeout,swinging_strike,,,,,13,Joey Bart strikes out swinging.,R,R,L,CIN,PIT,S,2.0,,1,2,2026,0.25,0.32,-0.9753300619282768,1.4959475276836534,,,,1,6,Top,,,,,,,-7.088801006824541,-124.47120590713092,-5.770713526886876,3.981136783746402,23.093649889904867,-27.898877347481964,3.299868766,1.665354331,,,,86.4,2281,6.7,824537,624431,701398,680574,663647,682829,666181,670770,682622,53.83,,0.0,0.0,1.0,0.0,0.0,,46,4,Slider,1,6,6,1,6,1,6,1,Standard,Standard,118,0.002,-0.18,57.5,6.8,,0.18,,-5,5,0.053,0.947,29,29,30,30,1,2,2.0,3.0,,,2.77,0.25,-0.25,41.7,4.634253819217765,-7.760232569369676,45.52298692589997,23.288934207433392,31.9877104976036
FF,2026-03-31,93.3,1.81,6.34,"Bart, Joey",663698,656271,,foul,,,,,8,Foul,R,R,L,CIN,PIT,S,,,1,1,2026,0.61,1.29,-0.0806299209761588,1.643711797719299,,,,1,6,Top,,,,,,,-6.225824482101195,-135.5442970582331,-8.981266561037602,8.950423202742343,30.43204135876777,-14.426694238051924,3.299868766,1.665354331,322.0,97.4,40.0,93.8,2258,6.8,824537,624431,701398,680574,663647,682829,666181,670770,682622,53.75,,,,,,,,46,3,4-Seam Fastball,1,6,6,1,6,1,6,1,Standard,Standard,136,0.001,-0.064,77.8,8.6,,0.064,97.4,-5,5,0.052,0.948,29,29,30,30,1,2,2.0,3.0,,,1.34,0.61,-0.61,40.8,27.69659567185353,-25.82868909870056,37.41354647462977,34.23783973087731,48.652362670882475
SL,2026-03-31,84.4,2.07,6.4,"Bart, Joey",663698,656271,,called_strike,,,,,6,Called Strike,R,R,L,CIN,PIT,S,,,1,0,2026,-0.08,0.25,0.2888153812277186,2.715098136861981,,,,1,6,Top,,,,,,,-3.943898199533636,-122.94398092461628,-2.5432998454575206,-0.0471240308425613,23.59584683527069,-29.308507041370895,3.299868766,1.665354331,,,,85.0,2218,6.6,824537,624431,701398,680574,663647,682829,666181,670770,682622,53.93,,,,,,,,46,2,Slider,1,6,6,1,6,1,6,1,Standard,Standard,166,0.0,-0.049,,,,0.049,,-5,5,0.052,0.948,29,29,30,30,1,2,2.0,3.0,,,2.93,-0.08,0.08,42.2,,,,,
SL,2026-03-31,83.4,2.02,6.39,"Bart, Joey",663698,656271,,ball,,,,,12,Ball,R,R,L,CIN,PIT,B,,,0,0,2026,-0.26,0.3,0.9572544732631408,4.630173662731851,,,,1,6,Top,,,,,,,-1.902034912886436,-121.54864378495692,1.9382727966758273,-2.241298224876136,22.54479070656622,-29.78628056302068,3.299868766,1.665354331,,,,84.1,2213,6.5,824537,624431,701398,680574,663647,682829,666181,670770,682622,53.96,,,,,,,,46,1,Slider,1,6,6,1,6,1,6,1,Standard,Standard,193,0.0,0.039,,,,-0.039,,-5,5,0.052,0.948,29,29,30,30,1,2,2.0,3.0,,,2.96,-0.26,0.26,45.6,,,,,
