pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
CU,2026-04-02,79.1,-1.19,6.19,"Albies, Ozzie",645277,669194,walk,ball,,,,,11,"Ozzie Albies challenged (pitch result), call on the field was overturned: Ozzie Albies walks.",R,L,R,AZ,ATL,B,,,3,2,2026,0.72,-0.84,-0.8201684118695325,3.1694502521664853,,,,0,5,Top,,,,,,,-0.5543335984155471,-115.19276691985904,1.95986793212484,6.498824909917499,20.102840368793423,-40.21278488216594,2.984801509,1.506348425,,,,79.7,2707,6.5,825105,672515,467793,606466,571448,672695,691783,677950,678489,54.01,,0.700091,0.7,1.0,0.0,0.0,,31,7,Curveball,1,2,2,1,2,1,2,1,Infield shade,Standard,36,-0.031,0.356,,,,-0.356,,-1,1,0.356,0.644,28,29,28,29,2,1,,,,,4.46,-0.72,0.72,,,,,,
FF,2026-04-02,95.8,-0.96,6.24,"Albies, Ozzie",645277,669194,,foul,,,,,8,Foul,R,L,R,AZ,ATL,S,,,3,2,2026,-0.17,1.46,-0.1074005893582626,1.8195535034461512,,,,0,5,Top,,,,,,,2.619800469681446,-139.26172984844064,-9.219913911312926,-2.7576667684089053,31.52310275879838,-11.344555424813942,2.984801509,1.506348425,2.0,72.2,-47.0,96.4,2275,6.7,825105,672515,467793,606466,571448,672695,691783,677950,678489,53.78,,,,,,,,31,6,4-Seam Fastball,1,2,2,1,2,1,2,1,Infield shade,Standard,193,0.0,0.0,70.8,7.4,,0.0,88.0,-1,1,0.356,0.644,28,29,28,29,2,1,,,,,1.03,0.17,-0.17,,13.30648522497788,0.0152047186596153,32.925493960854276,35.01125779076488,35.898771006454155
CU,2026-04-02,79.3,-1.36,6.25,"Albies, Ozzie",645277,669194,,ball,,,,,13,Ball,R,L,R,AZ,ATL,B,,,2,2,2026,0.58,-0.73,-1.30742845542951,1.920811020810267,,,,0,5,Top,,,,,,,-0.993355397616272,-115.4510263249715,-1.0430223161609091,5.354453058123468,22.06306551991838,-38.72519593721113,2.984801509,1.506348425,,,,79.8,2637,6.6,825105,672515,467793,606466,571448,672695,691783,677950,678489,53.87,,,,,,,,31,5,Curveball,1,2,2,1,2,1,2,1,Infield shade,Standard,38,-0.01,0.112,,,,-0.112,,-1,1,0.366,0.634,28,29,28,29,2,1,,,,,4.36,-0.58,0.58,,,,,,
FF,2026-04-02,95.6,-1.13,6.36,"Albies, Ozzie",645277,669194,,foul,,,,,5,Foul,R,L,R,AZ,ATL,S,,,2,1,2026,-0.32,1.63,-0.1649340959635259,1.9818512867312357,,,,0,5,Top,,,,,,,3.2699028782838524,-138.899315782231,-9.496042266151507,-4.888758246565816,31.14362837382907,-9.081940941719862,2.984801509,1.506348425,231.0,71.5,35.0,96.6,2272,6.9,825105,672515,467793,606466,571448,672695,691783,677950,678489,53.58,,,,,,,,31,4,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,193,0.008,-0.073,72.4,7.1,,0.073,88.0,-1,1,0.358,0.642,28,29,28,29,2,1,,,,,0.87,0.32,-0.32,,-1.221025237198615,5.330648980844546,35.537639163810276,34.735588392005205,30.748696076591298
FC,2026-04-02,90.3,-1.33,6.2,"Albies, Ozzie",645277,669194,,ball,,,,,12,Ball,R,L,R,AZ,ATL,B,,,1,1,2026,0.47,0.38,0.6054391254868117,3.542678069234632,,,,0,5,Top,,,,,,,3.7605702446098017,-131.51027922134227,-1.318218241630294,4.723795306425126,27.324457200369956,-27.651779170060102,2.984801509,1.506348425,,,,91.0,2175,6.6,825105,672515,467793,606466,571448,672695,691783,677950,678489,53.89,,,,,,,,31,3,Cutter,1,2,2,1,2,1,2,1,Standard,Standard,164,-0.005,0.055,,,,-0.055,,-1,1,0.363,0.637,28,29,28,29,2,1,,,,,2.4,-0.47,0.47,,,,,,
CU,2026-04-02,78.8,-1.18,6.32,"Albies, Ozzie",645277,669194,,ball,,,,,14,Ball,R,L,R,AZ,ATL,B,,,0,1,2026,1.06,-0.89,1.26103337047721,2.008502211434948,,,,0,5,Top,,,,,,,3.2292746426696524,-114.62345585305968,-0.5338424174229957,8.619535350499039,23.546667324602986,-40.07980688422097,2.984801509,1.506348425,,,,78.6,2781,6.4,825105,672515,467793,606466,571448,672695,691783,677950,678489,54.07,,,,,,,,31,2,Curveball,1,2,2,1,2,1,2,1,Standard,Standard,30,-0.003,0.031,,,,-0.031,,-1,1,0.366,0.634,28,29,28,29,2,1,,,,,4.6,-1.06,1.06,,,,,,
CU,2026-04-02,78.4,-1.22,6.34,"Albies, Ozzie",645277,669194,,foul,,,,,8,Foul,R,L,R,AZ,ATL,S,,,0,0,2026,0.69,-0.42,-0.0368952887934442,1.59240667008834,,,,0,5,Top,,,,,,,1.234621545878832,-114.23402456401722,-2.3500725254269774,5.761655474428959,22.005483896472764,-35.61567026401237,2.984801509,1.506348425,3.0,69.4,-34.0,78.8,2601,6.6,825105,672515,467793,606466,571448,672695,691783,677950,678489,53.88,,,,,,,,31,1,Curveball,1,2,2,1,2,1,2,1,Standard,Standard,40,0.004,-0.039,64.7,7.6,,0.039,88.0,-1,1,0.362,0.638,28,29,28,29,2,1,,,,,4.13,-0.69,0.69,,19.571678869185497,-12.497667867307976,32.95279065067846,34.79795047774816,42.801685961632295
SL,2026-04-02,88.3,-1.8,5.66,"Albies, Ozzie",645277,605452,strikeout,called_strike,,,,,1,Ozzie Albies called out on strikes.,R,L,R,AZ,ATL,S,2.0,,3,2,2026,-0.07,0.4,-0.5282856270260111,3.033181631843957,621566.0,663586.0,,2,6,Top,,,,,,,3.2077659732584265,-128.69562079580157,-1.0458884450955606,-1.3383993059598454,24.16083764218928,-27.67096757187063,2.984801509,1.506348425,,,,89.0,1758,6.4,825105,672515,467793,606466,571448,672695,691783,677950,678489,54.05,,0.0,0.0,1.0,0.0,0.0,,53,6,Slider,1,12,12,1,12,1,12,1,Infield shade,Standard,194,0.0,-0.248,,,,0.248,,-11,11,0.001,0.999,33,29,33,29,1,3,,,,,2.49,0.07,-0.07,,,,,,
FS,2026-04-02,89.8,-1.6,5.68,"Albies, Ozzie",645277,605452,,ball,,,,,11,Ball,R,L,R,AZ,ATL,B,,,2,2,2026,-1.19,0.75,-1.4192949014044016,2.3751558498799445,621566.0,663586.0,,2,6,Top,,,,,,,3.023787116325132,-130.8338042119809,-3.630753520074666,-14.30855018804057,27.43627578102004,-22.965339718125712,2.984801509,1.506348425,,,,90.2,1276,6.5,825105,672515,467793,606466,571448,672695,691783,677950,678489,54.02,,,,,,,,53,5,Split-Finger,1,12,12,1,12,1,12,1,Infield shade,Standard,237,0.0,0.029,,,,-0.029,,-11,11,0.001,0.999,33,29,33,29,1,3,,,,,2.06,1.19,-1.19,,,,,,
FF,2026-04-02,94.9,-1.68,5.75,"Albies, Ozzie",645277,605452,,ball,,,,,11,Ball,R,L,R,AZ,ATL,B,,,1,2,2026,-0.65,1.17,-0.2408332686864681,4.583142957938741,621566.0,663586.0,,2,6,Top,,,,,,,5.198934527950745,-138.21035633788946,0.0557470263765234,-9.416987430221226,29.74767447651229,-17.400820089135955,2.984801509,1.506348425,,,,95.4,2177,6.5,825105,672515,467793,606466,571448,672695,691783,677950,678489,54.04,,,,,,,,53,4,4-Seam Fastball,1,12,12,1,12,1,12,1,Infield shade,Standard,213,0.0,0.023,,,,-0.023,,-11,11,0.001,0.999,33,29,33,29,1,3,,,,,1.35,0.65,-0.65,,,,,,
