pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FF,2026-04-02,93.7,-2.08,5.59,"Vargas, Ildemaro",545121,674370,double,hit_into_play,,,,,13,Ildemaro Vargas doubles (1) on a line drive to right fielder Eli White. Gabriel Moreno scores.,R,L,R,AZ,ATL,X,9.0,line_drive,2,1,2026,-0.77,1.14,-0.0320412624246003,1.1055151735361035,,,672515.0,1,9,Bot,213.18,104.18,,,,,6.934814837117179,-136.1653281157724,-8.157004826575939,-11.063927563373204,29.95476308926897,-16.39161755315726,3.161204068,1.595374016,269.0,88.5,18.0,93.7,2370,6.4,825105,686948,621566,645277,571657,643289,573262,671739,642201,54.13,0.777,0.702,1.25,1.0,1.0,1.0,4.0,85,4,4-Seam Fastball,1,17,1,17,17,2,2,17,Infield shade,Standard,233,0.0,0.75,72.2,8.4,0.874,-0.75,88.5,-16,-16,0.001,0.001,30,34,31,35,2,1,,,,,1.47,0.77,-0.77,,12.710749757964551,-19.765166826768994,32.95523515074604,33.33213439269305,32.004294347599725
CH,2026-04-02,90.5,-2.06,5.63,"Vargas, Ildemaro",545121,674370,,ball,,,,,14,Ball,R,L,R,AZ,ATL,B,,,1,1,2026,-0.89,0.93,1.64566330946425,0.800368934063324,,,672515.0,1,9,Bot,,,,,,,11.051714332126105,-131.0928255266308,-7.818828364888359,-12.686542746620724,28.3338966205587,-19.87525190588248,3.161204068,1.595374016,,,,90.3,2421,6.5,825105,686948,621566,645277,571657,643289,573262,671739,642201,54.0,,,,,,,,85,3,Changeup,1,17,1,17,17,1,1,17,Infield shade,Standard,225,0.0,0.063,,,,-0.063,,-16,-16,0.001,0.001,30,34,31,35,2,1,,,,,1.88,0.89,-0.89,,,,,,
FF,2026-04-02,95.6,-2.06,5.67,"Vargas, Ildemaro",545121,674370,,called_strike,,,,,6,Called Strike,R,L,R,AZ,ATL,S,,,1,0,2026,-0.73,1.46,0.4431730485893177,2.176815049449793,,,672515.0,1,9,Bot,,,,,,,8.175384035668124,-138.79696623423305,-6.679382654243105,-11.287826504942773,32.22832095493827,-11.98580613973664,3.161204068,1.595374016,,,,95.5,2486,6.4,825105,686948,621566,645277,571657,643289,573262,671739,642201,54.07,,,,,,,,85,2,4-Seam Fastball,1,17,1,17,17,1,1,17,Infield shade,Standard,225,0.0,-0.056,,,,0.056,,-16,-16,0.001,0.001,30,34,31,35,2,1,,,,,1.05,0.73,-0.73,,,,,,
FF,2026-04-02,95.2,-2.06,5.6,"Vargas, Ildemaro",545121,674370,,ball,,,,,14,Ball,R,L,R,AZ,ATL,B,,,0,0,2026,-0.6,1.29,1.448844457962838,1.6199414589400607,,,672515.0,1,9,Bot,,,,,,,10.45914440088141,-138.18696506225243,-7.539763494598639,-9.953078334747202,29.758709476378876,-14.022000825522085,3.161204068,1.595374016,,,,95.4,2488,6.5,825105,686948,621566,645277,571657,643289,573262,671739,642201,54.04,,,,,,,,85,1,4-Seam Fastball,1,17,1,17,17,1,1,17,Infield shade,Standard,221,0.0,0.035,,,,-0.035,,-16,-16,0.001,0.001,30,34,31,35,2,1,,,,,1.23,0.6,-0.6,,,,,,
FF,2026-04-02,93.4,-2.18,5.73,"Vargas, Ildemaro",545121,674370,single,hit_into_play,,,,,1,Ildemaro Vargas singles on a sharp line drive to center fielder Michael Harris II.,R,L,R,AZ,ATL,X,8.0,line_drive,0,0,2026,-0.78,1.13,-0.6182273193560767,3.1281097682635695,,,,0,7,Bot,108.36,73.06,,,,,5.720328520317373,-135.93807239233772,-3.3081971047562866,-10.951314003736728,28.94401676943368,-17.57573786706091,3.161204068,1.595374016,273.0,102.7,11.0,93.5,2339,6.3,825105,686948,621566,645277,663586,643289,573262,671739,642201,54.24,0.94,0.911,0.9,1.0,1.0,0.0,4.0,61,1,4-Seam Fastball,1,12,1,12,12,1,1,12,Strategic,Standard,221,0.0,0.438,74.3,6.8,1.16,-0.438,102.7,-11,-11,0.001,0.001,30,34,31,35,1,0,,,,,1.47,0.78,-0.78,,0.1476076664258768,13.805448994235432,15.69264298289274,41.64098056395002,17.207796247188966
SI,2026-04-01,97.1,1.93,6.18,"Vargas, Ildemaro",545121,669373,field_out,hit_into_play,,,,,5,Ildemaro Vargas pops out to first baseman Colt Keith in foul territory.,R,R,L,AZ,DET,X,3.0,popup,1,1,2026,0.94,1.01,-0.2132489041979751,2.595566998049624,,,,0,7,Bot,167.59,165.7,,,,,-7.836121782636051,-140.90941107810323,-6.052794838494766,14.407519298919052,38.39735686628873,-17.484240655537068,3.161204068,1.595374016,135.0,65.7,63.0,96.1,2121,6.3,825106,693307,690993,650402,805808,595879,663837,678009,681481,54.2,0.003,0.003,0.0,1.0,0.0,0.0,3.0,48,3,Sinker,1,0,1,0,0,1,1,0,Infield shade,Standard,154,-0.018,-0.251,74.0,6.8,0.003,0.251,88.0,1,1,0.788,0.788,29,34,30,35,3,2,6.0,2.0,,,1.46,0.94,-0.94,42.0,-0.3908524971869003,5.528631404202987,30.0332480456251,32.040952636755954,25.84888704457828
SL,2026-04-01,86.2,2.17,6.14,"Vargas, Ildemaro",545121,669373,,foul,,,,,4,Foul,R,R,L,AZ,DET,S,,,1,0,2026,-0.14,0.13,-0.4430667133424523,2.2374948173214393,,,,0,7,Bot,,,,,,,-5.837831512332272,-125.42448144870087,-3.027442456493007,-0.1533979989804779,27.345598197763263,-30.34732949901339,3.161204068,1.595374016,324.0,88.1,33.0,85.9,2047,6.3,825106,693307,690993,650402,805808,595879,663837,678009,681481,54.22,,,,,,,,48,2,Slider,1,0,1,0,0,1,1,0,Infield shade,Standard,301,-0.004,-0.05,78.7,8.5,,0.05,88.1,1,1,0.792,0.792,29,34,30,35,3,2,6.0,2.0,,,2.96,-0.14,0.14,44.4,16.056179249070556,-36.99097580214833,22.5854482178571,31.12928284898804,50.70175300595234
FF,2026-04-01,96.4,1.68,6.31,"Vargas, Ildemaro",545121,669373,,ball,,,,,14,Ball,R,R,L,AZ,DET,B,,,0,0,2026,0.43,1.37,0.9880800010040788,1.3410626390227127,,,,0,7,Bot,,,,,,,-2.803272789081132,-139.99380335475053,-10.399182352417732,6.362778824127154,35.79839427507879,-11.92910490954883,3.161204068,1.595374016,,,,95.7,2271,6.3,825106,693307,690993,650402,805808,595879,663837,678009,681481,54.23,,,,,,,,48,1,4-Seam Fastball,1,0,1,0,0,1,1,0,Infield shade,Standard,160,0.003,0.041,,,,-0.041,,1,1,0.789,0.789,29,34,30,35,3,2,6.0,2.0,,,1.12,0.43,-0.43,49.5,,,,,
CU,2026-04-01,81.2,1.87,6.23,"Vargas, Ildemaro",545121,669373,field_out,hit_into_play,,,,,6,Ildemaro Vargas flies out sharply to center fielder Parker Meadows.,R,R,L,AZ,DET,X,8.0,fly_ball,0,1,2026,-0.73,-0.68,0.556752353536013,2.120290884484038,,,,2,4,Bot,115.2,42.72,,,,,-1.491026684872389,-118.25998405892108,-1.050575702537894,-6.543037496537139,22.490040418652455,-38.53048011789201,3.161204068,1.595374016,386.0,100.1,24.0,81.2,2511,6.2,825106,693307,690993,650402,805808,595879,663837,678009,681481,54.25,0.529,0.795,0.0,1.0,0.0,0.0,6.0,28,2,Curveball,1,0,1,0,0,1,1,0,Infield shade,Standard,320,-0.009,-0.217,77.4,7.8,1.397,0.217,100.1,1,1,0.647,0.647,29,34,30,35,2,1,6.0,2.0,,,4.13,-0.73,0.73,49.9,7.8734020562486755,-3.2367216380628374,25.444412361566425,41.62365802639194,33.39250074978035
FF,2026-04-01,97.3,1.69,6.23,"Vargas, Ildemaro",545121,669373,,called_strike,,,,,8,Called Strike,R,R,L,AZ,DET,S,,,0,0,2026,0.04,1.37,0.2432490581769012,1.5915884234597266,,,,2,4,Bot,,,,,,,-3.950467089993265,-141.42796648111235,-9.86887158039225,1.4998940610725202,32.539801133186955,-11.667860104768211,3.161204068,1.595374016,,,,97.4,2226,6.4,825106,693307,690993,650402,805808,595879,663837,678009,681481,54.06,,,,,,,,28,1,4-Seam Fastball,1,0,1,0,0,1,1,0,Infield shade,Standard,152,-0.002,-0.043,,,,0.043,,1,1,0.649,0.649,29,34,30,35,2,1,6.0,2.0,,,1.04,0.04,-0.04,51.8,,,,,
