pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
CH,2026-04-01,83.6,1.81,5.9,"Shaw, Matt",807713,579328,field_out,hit_into_play,,,,,5,Matt Shaw pops out to shortstop Zach Neto.,R,R,L,CHC,LAA,X,6.0,popup,0,1,2026,0.58,0.61,0.059568216282327,2.250552972780864,,,,2,5,Bot,108.0,150.0,,,,,-5.215613778127021,-121.7057197398269,-3.0025556508253337,6.845813435444157,24.406073305913427,-25.73080380964938,3.105036089,1.567027559,196.0,88.3,57.0,84.4,1307,6.9,824698,518595,600869,672724,660162,687263,669326,545361,666176,53.64,0.009,0.008,0.0,1.0,0.0,0.0,3.0,41,2,Changeup,5,0,5,0,0,5,5,0,Standard,Standard,158,-0.002,-0.217,72.4,7.5,0.009,0.217,88.3,5,5,0.954,0.954,35,24,35,25,3,2,5.0,1.0,,,2.65,0.58,-0.58,54.7,14.171446470849082,-15.321788292738514,24.358541392216488,37.99096215278154,43.2717014269851
CU,2026-04-01,76.9,1.71,5.94,"Shaw, Matt",807713,579328,,called_strike,,,,,7,Called Strike,R,R,L,CHC,LAA,S,,,0,0,2026,-0.2,-0.52,-0.5920289261807142,1.907292991975221,,,,2,5,Bot,,,,,,,-4.464056085119944,-111.89121058560116,-0.339692791777425,-0.851760193346588,20.8373710432466,-36.717152927648286,3.105036089,1.567027559,,,,77.2,2588,6.6,824698,518595,600869,672724,660162,687263,669326,545361,666176,53.93,,,,,,,,41,1,Curveball,5,0,5,0,0,5,5,0,Standard,Standard,329,0.0,-0.043,,,,0.043,,5,5,0.954,0.954,35,24,35,25,3,2,5.0,1.0,,,4.39,-0.2,0.2,56.9,,,,,
FF,2026-04-01,96.1,2.06,5.86,"Shaw, Matt",807713,579328,single,hit_into_play,,,,,3,Matt Shaw singles on a ground ball to center fielder Mike Trout. Carson Kelly scores. Michael Busch to 3rd.,R,R,L,CHC,LAA,X,8.0,ground_ball,1,2,2026,0.64,1.3,0.3805962262911481,3.1809277494141055,,608348.0,683737.0,2,3,Bot,117.03,98.86,,,,,-5.913807316965317,-139.92932636782615,-4.394228262154151,9.746629251382602,29.35177483115059,-14.245083129468844,3.105036089,1.567027559,28.0,103.6,-5.0,97.0,2324,6.6,824698,518595,600869,672724,660162,687263,669326,545361,666176,53.89,0.41,0.388,0.9,1.0,1.0,0.0,2.0,25,8,4-Seam Fastball,3,0,3,0,0,4,4,0,Standard,Standard,145,0.065,0.633,70.0,6.2,0.463,-0.633,103.6,3,3,0.829,0.829,35,24,35,25,2,1,5.0,1.0,,,1.15,0.64,-0.64,48.3,5.608319801597869,9.815251526445548,18.829037184895952,41.14492486646392,27.421442095079406
CU,2026-04-01,81.9,1.98,5.91,"Shaw, Matt",807713,579328,,foul,,,,,13,Foul,R,R,L,CHC,LAA,S,,,1,2,2026,-1.4,-0.41,-1.1715279142664072,1.5218370577598974,,608348.0,683737.0,2,3,Bot,,,,,,,-4.295524349195821,-119.22801263783128,-2.2497303141637746,-12.335276850627675,25.210565409351936,-35.80642471892905,3.105036089,1.567027559,297.0,89.3,47.0,82.3,2698,6.8,824698,518595,600869,672724,660162,687263,669326,545361,666176,53.74,,,,,,,,25,7,Curveball,3,0,3,0,0,3,3,0,Standard,Standard,317,0.0,0.0,66.0,7.8,,0.0,89.3,3,3,0.829,0.829,35,24,35,25,2,1,5.0,1.0,,,3.83,-1.4,1.4,54.9,18.350290482333246,-36.000505712710144,37.13623848514553,25.38869519903131,49.488864424748826
FF,2026-04-01,95.8,2.13,5.82,"Shaw, Matt",807713,579328,,foul,,,,,11,Foul,R,R,L,CHC,LAA,S,,,1,2,2026,0.4,1.72,-0.530921514115729,3.480004115719955,,608348.0,683737.0,2,3,Bot,,,,,,,-7.915254915732884,-139.1013013221733,-4.272943495121876,7.21845166267187,35.942201011632584,-9.150879222232298,3.105036089,1.567027559,,,,95.9,2238,6.8,824698,518595,600869,672724,660162,687263,669326,545361,666176,53.71,,,,,,,,25,6,4-Seam Fastball,3,0,3,0,0,3,3,0,Standard,Standard,148,0.0,0.0,67.2,6.2,,0.0,,3,3,0.829,0.829,35,24,35,25,2,1,5.0,1.0,,,0.8,0.4,-0.4,48.2,10.976328792503734,-8.940464989861873,18.18739841054817,30.411189279545823,30.363633931654633
CH,2026-04-01,87.3,1.8,5.91,"Shaw, Matt",807713,579328,,foul,,,,,14,Foul,R,R,L,CHC,LAA,S,,,1,2,2026,1.39,0.4,0.963532137109722,1.8303203645539927,,608348.0,683737.0,2,3,Bot,,,,,,,-4.958071192337149,-126.96143970547932,-4.187624390538131,15.990490948835689,29.828554732035148,-27.18621724874423,3.105036089,1.567027559,166.0,62.3,44.0,87.7,1273,6.9,824698,518595,600869,672724,660162,687263,669326,545361,666176,53.6,,,,,,,,25,5,Changeup,3,0,3,0,0,3,3,0,Standard,Standard,145,0.0,0.0,53.6,7.8,,0.0,88.0,3,3,0.829,0.829,35,24,35,25,2,1,5.0,1.0,,,2.63,1.39,-1.39,55.4,11.512470312393916,-12.03439294888531,25.635529292907904,48.156435386821,35.87565534970868
FF,2026-04-01,95.7,2.22,5.83,"Shaw, Matt",807713,579328,,foul,,,,,12,Foul,R,R,L,CHC,LAA,S,,,1,2,2026,0.32,1.59,0.0917699413588416,3.940085197406359,,608348.0,683737.0,2,3,Bot,,,,,,,-6.320816368400557,-139.1088472438029,-2.777161338513319,5.760563783074753,36.61985682851089,-11.321253460147387,3.105036089,1.567027559,,81.1,12.0,95.7,2348,6.7,824698,518595,600869,672724,660162,687263,669326,545361,666176,53.75,,,,,,,,25,4,4-Seam Fastball,3,0,3,0,0,3,3,0,Standard,Standard,146,0.0,0.0,62.4,5.6,,0.0,88.0,3,3,0.829,0.829,35,24,35,25,2,1,5.0,1.0,,,0.94,0.32,-0.32,46.5,5.16680040219374,19.81966421268248,14.008065378935356,38.21154228510839,20.160619023835775
FF,2026-04-01,95.1,2.3,5.78,"Shaw, Matt",807713,579328,,foul,,,,,5,Foul,R,R,L,CHC,LAA,S,,,1,1,2026,0.42,1.55,-0.2045365896684088,2.2968461841758696,,608348.0,683737.0,2,3,Bot,,,,,,,-7.4936861900377245,-138.18431437539138,-6.849651430533408,7.0692501935129455,31.69017281286662,-10.931580454359851,3.105036089,1.567027559,205.0,71.5,46.0,95.8,2349,6.9,824698,518595,600869,672724,660162,687263,669326,545361,666176,53.63,,,,,,,,25,3,4-Seam Fastball,3,0,3,0,0,3,3,0,Standard,Standard,149,-0.006,-0.063,70.3,6.7,,0.063,88.0,3,3,0.835,0.835,35,24,35,25,2,1,5.0,1.0,,,0.98,0.42,-0.42,49.9,1.9724090326765535,4.782600313056256,33.12812833418773,34.67157855509152,26.676213479094592
FF,2026-04-01,95.1,2.18,5.79,"Shaw, Matt",807713,579328,,swinging_strike,,,,,5,Swinging Strike,R,R,L,CHC,LAA,S,,,1,0,2026,0.51,1.68,-0.0671973569436534,2.4813717042923646,,608348.0,683737.0,2,3,Bot,,,,,,,-7.013578041878841,-138.08518936741407,-6.625998147714548,8.189455129884157,33.299089082629166,-9.413150509611654,3.105036089,1.567027559,,,,95.3,2351,6.7,824698,518595,600869,672724,660162,687263,669326,545361,666176,53.77,,,,,,,,25,2,4-Seam Fastball,3,0,3,0,0,3,3,0,Standard,Standard,149,-0.002,-0.052,73.7,6.7,,0.052,,3,3,0.837,0.837,35,24,35,25,2,1,5.0,1.0,,,0.87,0.51,-0.51,50.8,5.173543869572432,11.358003458724063,30.2669188345838,37.634923125726,23.05203055385612
CH,2026-04-01,86.6,1.8,5.91,"Shaw, Matt",807713,579328,,ball,,,,,12,Ball,R,R,L,CHC,LAA,B,,,0,0,2026,0.73,1.23,0.0376803312500094,3.4801482871132987,,608348.0,683737.0,2,3,Bot,,,,,,,-5.735048555650169,-125.96446921184628,-1.9521917590799152,8.932785395773728,26.4743565360889,-18.916559905203226,3.105036089,1.567027559,,,,87.4,1775,6.9,824698,518595,600869,672724,660162,687263,669326,545361,666176,53.63,,,,,,,,25,1,Changeup,3,0,3,0,0,3,3,0,Standard,Standard,152,0.001,0.024,,,,-0.024,,3,3,0.836,0.836,35,24,35,25,2,1,5.0,1.0,,,1.82,0.73,-0.73,55.9,,,,,
