pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
CU,2025-09-27,78.8,0.86,5.87,"Cantillo, Joey",683227,676282,strikeout,foul_tip,,,,,14,Cody Freeman strikes out on a foul tip.,R,R,L,CLE,TEX,S,2.0,,0,2,2025,-0.86,-1.55,0.9014569895148792,2.1637858012599205,,,,1,6,Top,,,,,,,1.715815475470531,-114.61834390137744,1.8178454412748823,-7.889973220979535,24.66078131816941,-46.31924578439975,3.05,1.39,,,,79.3,2777,7.0,776158,595978,678877,677587,608070,672356,680757,682657,671286,53.45,,0.0,0.0,1.0,0.0,0.0,,38,3,Curveball,2,2,2,2,2,2,2,2,Standard,Standard,334,0.015,-0.163,65.0,7.1,,0.163,,0,0,0.544,0.4559999999999999,25,24,26,24,3,2,6.0,1.0,5,1.0,5.27,-0.86,0.86,52.6,10.94151869517331,-2.698058722974122,19.28802531997827,43.875968845389096,36.099156092007114
FF,2025-09-27,94.3,0.55,5.77,"Cantillo, Joey",683227,676282,,foul,,,,,3,Foul,R,R,L,CLE,TEX,S,,,0,1,2025,0.49,1.54,0.6206274234840543,2.608296113116963,,,,1,6,Top,,,,,,,-0.9176103867898469,-137.15234836565813,-6.024958499571941,6.380947045992965,32.53122695938379,-11.611641559323418,3.05,1.39,215.0,76.6,51.0,95.8,2031,7.3,776158,595978,678877,677587,608070,672356,680757,682657,671286,53.18,,,,,,,,38,2,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard,152,0.006,-0.052,68.4,6.3,,0.052,88.0,0,0,0.538,0.4619999999999999,25,24,26,24,3,2,6.0,1.0,5,1.0,1.04,0.49,-0.49,50.8,3.752853971881749,19.46541299583011,21.3449220079226,41.05939963143642,22.684882487644774
FF,2025-09-27,92.3,0.6,5.78,"Cantillo, Joey",683227,676282,,called_strike,,,,,8,Called Strike,R,R,L,CLE,TEX,S,,,0,0,2025,0.66,1.63,0.1065458405352635,1.7130567617687116,,,,1,6,Top,,,,,,,-2.7636587312829435,-134.12841760039464,-8.21096344382429,8.594289065881943,31.09545677264782,-10.896664341171938,3.08582036044715,1.43004537538296,,,,94.0,2046,7.5,776158,595978,678877,677587,608070,672356,680757,682657,671286,52.96,,,,,,,,38,1,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard,151,0.004,-0.039,,,,0.039,,0,0,0.534,0.4659999999999999,25,24,26,24,3,2,6.0,1.0,5,1.0,1.07,0.66,-0.66,54.3,,,,,
FF,2025-09-27,94.7,0.53,5.72,"Cantillo, Joey",680737,676282,strikeout,called_strike,,,,,7,Michael Helman called out on strikes.,R,R,L,CLE,TEX,S,2.0,,0,2,2025,0.62,1.42,-0.357553016309849,2.0667080635130346,,,,0,6,Top,,,,,,,-3.790271261463146,-137.76145225136602,-7.15968440598323,8.703910542962126,32.64518892827499,-12.70887416729975,3.64661519926315,1.66890828964312,,,,96.5,2034,7.5,776158,595978,678877,677587,608070,672356,680757,682657,671286,53.02,,0.0,0.0,1.0,0.0,0.0,,37,3,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard,150,0.02,-0.165,,,,0.165,,0,0,0.514,0.486,25,29,26,29,3,2,6.0,1.0,5,1.0,1.14,0.62,-0.62,50.1,,,,,
CH,2025-09-27,79.4,0.6,5.85,"Cantillo, Joey",680737,676282,,swinging_strike,,,,,8,Swinging Strike,R,R,L,CLE,TEX,S,,,0,1,2025,0.79,1.24,0.1883251866993902,1.8364611936456976,,,,0,6,Top,,,,,,,-2.4210127273121325,-115.58074863202388,-4.329739161628153,7.495321047609663,23.556608772883457,-20.516593573234257,3.65,1.71,,,,80.3,1533,7.1,776158,595978,678877,677587,608070,672356,680757,682657,671286,53.37,,,,,,,,37,2,Changeup,2,2,2,2,2,2,2,2,Standard,Standard,129,0.009,-0.055,68.6,8.8,,0.055,,0,0,0.505,0.495,25,29,26,29,3,2,6.0,1.0,5,1.0,2.4,0.79,-0.79,50.3,27.51933588284215,-38.63538760445879,32.870635248192336,34.32143071589606,54.34897666945399
CU,2025-09-27,77.8,0.77,5.95,"Cantillo, Joey",680737,676282,,called_strike,,,,,6,Called Strike,R,R,L,CLE,TEX,S,,,0,0,2025,-0.8,-1.34,0.5673603018825175,2.8467133364633055,,,,0,6,Top,,,,,,,1.048285614733806,-113.16650992998758,2.896081331688559,-6.975308047107972,24.04196776373238,-44.453513567366585,3.58198390987283,1.57511980359045,,,,78.2,2574,6.9,776158,595978,678877,677587,608070,672356,680757,682657,671286,53.55,,,,,,,,37,1,Curveball,2,2,2,2,2,2,2,2,Standard,Standard,331,0.005,-0.039,,,,0.039,,0,0,0.5,0.5,25,29,26,29,3,2,6.0,1.0,5,1.0,5.16,-0.8,0.8,54.4,,,,,
CU,2025-09-27,79.5,0.8,5.87,"Cantillo, Joey",664238,676282,strikeout,called_strike,,,,,2,Dylan Moore called out on strikes.,R,R,L,CLE,TEX,S,2.0,,1,2,2025,-0.74,-1.45,0.2075578884465101,3.3148618870776447,,,,2,5,Top,,,,,,,0.1043106378847397,-115.5493297361268,4.067593313521867,-6.593658203136037,24.616562907993284,-46.14402943028595,3.25675782017744,1.51132711295875,,,,80.0,2541,7.0,776158,595978,678877,677587,608070,672356,680757,682657,671286,53.5,,0.0,0.0,1.0,0.0,0.0,,32,4,Curveball,2,2,2,2,2,2,2,2,Standard,Standard,336,0.011,-0.182,,,,0.182,,0,0,0.556,0.4439999999999999,25,32,26,33,2,1,6.0,4.0,5,1.0,5.11,-0.74,0.74,55.1,,,,,
CH,2025-09-27,80.4,0.74,5.79,"Cantillo, Joey",664238,676282,,foul,,,,,3,Foul,R,R,L,CLE,TEX,S,,,1,1,2025,0.95,0.91,0.4336985457410036,2.905192883599379,,,,2,5,Top,,,,,,,-2.5350956486433955,-117.17736097916,-1.474407640220492,9.201637846420228,22.04786156508442,-23.689538416177868,3.33,1.5,8.0,56.7,-18.0,82.2,1411,7.4,776158,595978,678877,677587,608070,672356,680757,682657,671286,53.1,,,,,,,,32,3,Changeup,2,2,2,2,2,2,2,2,Standard,Standard,126,0.003,-0.062,33.7,5.1,,0.062,88.0,0,0,0.553,0.4469999999999999,25,32,26,33,2,1,6.0,4.0,5,1.0,2.6,0.95,-0.95,52.1,-4.709117826749703,9.000609110046831,26.819352635382327,43.47104667684164,4.347684976788043
CH,2025-09-27,80.5,0.68,5.77,"Cantillo, Joey",664238,676282,,ball,,,,,13,Ball,R,R,L,CLE,TEX,B,,,0,1,2025,0.79,1.41,-0.0216501228166831,-0.3175905328359969,,,,2,5,Top,,,,,,,-3.1280308215044546,-116.8505249438752,-9.620041753114272,7.867402899883232,23.407512411664506,-17.632159277090878,3.39519139440941,1.54184202591891,,,,81.8,1657,7.5,776158,595978,678877,677587,608070,672356,680757,682657,671286,53.04,,,,,,,,32,2,Changeup,2,2,2,2,2,2,2,2,Standard,Standard,129,-0.001,0.027,,,,-0.027,,0,0,0.554,0.4459999999999999,25,32,26,33,2,1,6.0,4.0,5,1.0,2.15,0.79,-0.79,49.9,,,,,
FF,2025-09-27,92.0,0.55,5.66,"Cantillo, Joey",664238,676282,,called_strike,,,,,7,Called Strike,R,R,L,CLE,TEX,S,,,0,0,2025,0.64,1.65,-0.355341446164199,1.555745880272967,,,,2,5,Top,,,,,,,-3.777103036928146,-133.63966028930068,-8.294691996116882,8.46181110887179,30.575568087926403,-10.770615713654474,3.42529019551633,1.5982609835426,,,,94.0,1985,7.7,776158,595978,678877,677587,608070,672356,680757,682657,671286,52.83,,,,,,,,32,1,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard,152,0.002,-0.043,,,,0.043,,0,0,0.552,0.4479999999999999,25,32,26,33,2,1,6.0,4.0,5,1.0,1.06,0.64,-0.64,51.8,,,,,
