pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
CH,2026-03-28,88.2,-0.95,5.49,"Patrick, Chad",805367,694477,double,hit_into_play,,,,,8,Chase Meidroth hits a ground-rule double (1) on a fly ball to right-center field.,R,R,R,MIL,CWS,X,,fly_ball,1,1,2026,-1.2,0.21,-0.1478467714375477,1.6652016841469095,,,,1,5,Top,178.36,40.84,,,,,4.446152309109755,-128.40110064388884,-3.4539834166513623,-14.251723393657038,24.97146222518369,-29.39531051703832,3.068175853,1.548425197,367.0,99.3,24.0,88.1,2089,6.1,823811,661388,641343,668930,666152,687401,663604,669003,686217,54.43,0.423,0.637,1.25,1.0,1.0,1.0,5.0,39,3,Changeup,4,1,1,4,1,4,1,4,Standard,Standard,233,-0.04,0.652,69.4,6.8,1.103,-0.652,99.3,3,-3,0.86,0.14,27,24,28,25,3,2,,2,,1,2.71,1.2,1.2,32.6,2.658204442003205,5.609372391740485,37.780672619326,33.17887588714936,28.556349170622468
SI,2026-03-28,92.9,-0.57,5.73,"Patrick, Chad",805367,694477,,called_strike,,,,,9,Called Strike,R,R,R,MIL,CWS,S,,,1,0,2026,-1.32,0.87,0.4385863658176572,1.848157607325129,,,,1,5,Top,,,,,,,5.456246887609194,-135.15742760152258,-5.880753684543712,-17.32774178840863,28.85999043528752,-20.386528236113,3.068175853,1.548425197,,,,92.7,2129,6.2,823811,661388,641343,668930,666152,687401,663604,669003,686217,54.34,,,,,,,,39,2,Sinker,4,1,1,4,1,4,1,4,Strategic,Standard,220,0.004,-0.049,,,,0.049,,3,-3,0.856,0.144,27,24,28,25,3,2,,2,,1,1.76,1.32,1.32,37.0,,,,,
SI,2026-03-28,93.1,-0.72,5.81,"Patrick, Chad",805367,694477,,ball,,,,,11,Ball,R,R,R,MIL,CWS,B,,,0,0,2026,-1.4,1.02,-1.1854463087615423,2.639939043570221,,,,1,5,Top,,,,,,,1.9378388290338664,-135.56934479476757,-4.412920086685729,-17.731612563388676,30.24053136602755,-18.82376797569071,3.068175853,1.548425197,,,,92.6,2094,6.0,823811,661388,641343,668930,666152,687401,663604,669003,686217,54.48,,,,,,,,39,1,Sinker,4,1,1,4,1,4,1,4,Strategic,Standard,219,-0.003,0.039,,,,-0.039,,3,-3,0.859,0.141,27,24,28,25,3,2,,2,,1,1.61,1.4,1.4,40.2,,,,,
SV,2026-03-28,82.7,-0.72,5.71,"Patrick, Chad",682668,694477,field_out,hit_into_play,,,,,3,Luisangel Acuña lines out sharply to center fielder Garrett Mitchell.,R,R,R,MIL,CWS,X,8.0,line_drive,0,0,2026,0.59,-0.4,0.2912359639227488,2.5857778173699533,,,,0,5,Top,117.56,53.73,,,,,1.102352432194848,-120.6043330964338,0.2991102478111986,5.566990260829326,21.83801144503222,-36.35192699380641,3.008497375,1.518307087,360.0,106.1,18.0,82.8,2307,6.1,823811,661388,641343,668930,666152,687401,663604,669003,686217,54.43,0.537,0.673,0.0,1.0,0.0,0.0,6.0,38,1,Slurve,4,1,1,4,1,4,1,4,Standard,Standard,73,0.023,-0.259,74.9,7.6,1.076,0.259,106.1,3,-3,0.836,0.164,27,24,28,24,2,1,,2,,2,3.7,-0.59,-0.59,38.6,10.404439804575002,-1.9706334225690496,22.210825273329416,37.95501789219534,29.98469895167299
FC,2026-03-28,89.3,-1.27,5.45,"Patrick, Chad",624512,694477,field_out,hit_into_play,,,,,4,Reese McGuire flies out to left fielder Brandon Lockridge.,R,L,R,MIL,CWS,X,7.0,fly_ball,0,0,2026,-0.46,1.2,-0.2801068654577275,2.344273909400667,,671976.0,,2,4,Top,53.39,113.27,,,,,3.387590979111171,-130.0088290236237,-3.942105477169426,-5.999046524861148,28.64707558748455,-17.988424155121706,3.217372047,1.623720472,278.0,89.8,48.0,88.8,2290,6.0,823811,661388,641343,668930,666152,687401,663604,669003,686217,54.46,0.006,0.01,0.0,1.0,0.0,0.0,3.0,34,1,Cutter,4,1,1,4,1,4,1,4,Standard,Standard,166,0.028,-0.289,71.5,7.7,0.014,0.289,89.8,3,-3,0.832,0.168,27,31,28,31,2,1,,2,,4,1.67,0.46,-0.46,31.0,6.093569022979936,-1.4333688460409324,33.18262406905743,39.58746992401905,26.850554624353418
SI,2026-03-28,94.7,-0.67,5.71,"Patrick, Chad",677592,694477,strikeout,swinging_strike,,,,,3,Everson Pereira strikes out swinging.,R,R,R,MIL,CWS,S,2.0,,2,2,2026,-1.27,1.19,0.547575728896651,3.1647672169556413,,671976.0,,1,4,Top,,,,,,,6.005938324413246,-137.68969881592142,-3.448606341992449,-17.52344127037999,32.29296651051706,-16.464728483775342,3.145406824,1.587401575,,,,94.0,2141,6.1,823811,661388,641343,668930,666152,687401,663604,669003,686217,54.42,,0.0,0.0,1.0,0.0,0.0,,33,5,Sinker,4,1,1,4,1,4,1,4,Standard,Standard,215,0.03,-0.227,73.9,6.9,,0.227,,3,-3,0.802,0.1979999999999999,27,25,28,25,2,1,,2,,1,1.36,1.27,1.27,38.8,4.273681281828969,35.473245285074896,20.97110261158343,42.91199295070955,10.046171196296658
FC,2026-03-28,88.6,-1.17,5.49,"Patrick, Chad",677592,694477,,foul,,,,,8,Foul,R,R,R,MIL,CWS,S,,,2,1,2026,-0.19,0.92,0.2647315914212387,1.5167077752821048,,671976.0,,1,4,Top,,,,,,,3.851635594755375,-129.0083656694297,-5.361477616887905,-2.954428571366486,27.07424700670995,-20.96918877081855,3.145406824,1.587401575,2.0,55.8,-32.0,88.4,2376,6.1,823811,661388,641343,668930,666152,687401,663604,669003,686217,54.36,,,,,,,,33,4,Cutter,4,1,1,4,1,4,1,4,Standard,Standard,153,0.008,-0.065,86.0,9.0,,0.065,88.0,3,-3,0.794,0.2059999999999999,27,25,28,25,2,1,,2,,1,1.98,0.19,0.19,31.2,24.217003783663127,-17.542078183126222,34.290858573343854,40.457924533284704,40.03090459146539
FF,2026-03-28,95.1,-0.74,5.74,"Patrick, Chad",677592,694477,,ball,,,,,14,Ball,R,R,R,MIL,CWS,B,,,1,1,2026,-1.06,1.47,2.1246614205860324,1.3406490552284125,,671976.0,,1,4,Top,,,,,,,9.76748393531748,-137.88046158952127,-8.880878401345782,-15.730112770349134,32.416240846005465,-11.57703468471186,3.145406824,1.587401575,,,,94.4,2361,6.2,823811,661388,641343,668930,666152,687401,663604,669003,686217,54.28,,,,,,,,33,3,4-Seam Fastball,4,1,1,4,1,4,1,4,Infield shade,Standard,214,-0.005,0.03,,,,-0.03,,3,-3,0.799,0.2009999999999999,27,25,28,25,2,1,,2,,1,1.08,1.06,1.06,38.7,,,,,
FF,2026-03-28,94.9,-0.89,5.69,"Patrick, Chad",677592,694477,,ball,,,,,12,Ball,R,R,R,MIL,CWS,B,,,0,1,2026,-0.89,1.36,0.9990138854171696,3.1623444671362635,,671976.0,,1,4,Top,,,,,,,6.8773162288475245,-137.9952171666529,-3.774781082740864,-13.024664859193274,33.52793831949546,-14.231550653444147,3.145406824,1.587401575,,,,94.0,2324,6.0,823811,661388,641343,668930,666152,687401,663604,669003,686217,54.47,,,,,,,,33,2,4-Seam Fastball,4,1,1,4,1,4,1,4,Standard,Standard,219,-0.003,0.025,,,,-0.025,,3,-3,0.802,0.1979999999999999,27,25,28,25,2,1,,2,,1,1.2,0.89,0.89,37.0,,,,,
FC,2026-03-28,88.2,-1.27,5.46,"Patrick, Chad",677592,694477,,foul,,,,,6,Foul,R,R,R,MIL,CWS,S,,,0,0,2026,-0.14,1.06,0.6846454537078728,2.3257284384198535,,671976.0,,1,4,Top,,,,,,,4.9666814699353425,-128.32167463695336,-3.5301238332929645,-2.6587494492437465,27.72783580813919,-19.974749815024637,3.145406824,1.587401575,229.0,72.5,33.0,87.7,2329,6.1,823811,661388,641343,668930,666152,687401,663604,669003,686217,54.41,,,,,,,,33,1,Cutter,4,1,1,4,1,4,1,4,Standard,Standard,155,0.005,-0.038,75.8,8.5,,0.038,88.0,3,-3,0.797,0.2029999999999999,27,25,28,25,2,1,,2,,1,1.88,0.14,0.14,33.1,13.757748179911111,-3.1418760066202087,29.706115075179405,44.87998686125427,28.192568411242583
